Food code,Food description
92102040,"The image shows the food category of frozen mocha coffee drink, nonfat, with whipped cream. Additional details include low fat, fat free, skim or 1% milk; sugar free; not specified subcategory as to with or without whipped cream; chocolate or cocoa flavored; Starbuck's Skinny Mocha Frappuccino; not specified subcategory as to regular or decaffeinated."
92102050,"The image shows the food category of frozen mocha coffee drink, with non-dairy milk and whipped cream. Additional details include almond, coconut, rice, or soy milk; chocolate or cocoa flavored; not specified subcategory as to with or without whipped cream; not specified subcategory as to regular or decaffeinated."
92102060,"The image shows the food category of frozen mocha coffee drink, decaffeinated. Additional details include 2% or whole milk; chocolate or cocoa flavored; Starbuck's Mocha Frappuccino."
92102070,"The image shows the food category of frozen mocha coffee drink, decaffeinated, nonfat. Additional details include low fat, fat free, skim, or 1% milk; sugar free; chocolate or cocoa flavored; Starbuck's Skinny Mocha Frappuccino."
92102080,"The image shows the food category of frozen mocha coffee drink, decaffeinated, with non-dairy milk. Additional details include almond, coconut, rice, or soy milk; chocolate or cocoa flavored."
92102090,"The image shows the food category of frozen mocha coffee drink, decaffeinated, with whipped cream. Additional details include 2% or whole milk; not specified subcategory as to with or without whipped cream; chocolate or cocoa flavored; Starbuck's Mocha Frappuccino."
92102100,"The image shows the food category of frozen mocha coffee drink, decaffeinated, nonfat, with whipped cream. Additional details include low fat, fat free, skim or 1% milk; sugar free; not specified subcategory as to with or without whipped cream; chocolate or cocoa flavored; Starbuck's Skinny Mocha Frappuccino."
92102110,"The image shows the food category of frozen mocha coffee drink, decaffeinated, with non-dairy milk and whipped cream. Additional details include almond, coconut, rice, or soy milk; chocolate or cocoa flavored; not specified subcategory as to with or without whipped cream."
92102400,"The image shows the food category of iced Coffee, brewed. Additional details include unsweetened; coffee singles, bags, pods, or K-cups; not specified subcategory as to regular or decaffeinated."
92102401,"The image shows the food category of iced Coffee, brewed, decaffeinated. Additional details include unsweetened; coffee singles, bags, pods, or K-cups."
92102450,"The image shows the food category of iced Coffee, pre-lightened and pre-sweetened. Additional details include from vending; McDonald's Iced Coffee; beverage dispensers; not specified subcategory as to regular or decaffeinated."
92102500,"The image shows the food category of coffee, Iced Latte. Additional details include 2% or whole milk; plain or unflavored; not specified subcategory as to regular or decaffeinated."
92102501,"The image shows the food category of coffee, Iced Latte, nonfat. Additional details include low fat, fat free, skim or 1% milk; sugar free; plain or unflavored; not specified subcategory as to regular or decaffeinated."
92102502,"The image shows the food category of coffee, Iced Latte, with non-dairy milk. Additional details include almond, coconut, rice, or soy milk; plain or unflavored; not specified subcategory as to regular or decaffeinated."
92102503,"The image shows the food category of coffee, Iced Latte, flavored. Additional details include 2% or whole milk; flavors other than chocolate; not specified subcategory as to regular or decaffeinated."
92102504,"The image shows the food category of coffee, Iced Latte, nonfat, flavored. Additional details include low fat, fat free, skim or 1% milk; flavors other than chocolate; not specified subcategory as to regular or decaffeinated."
92102505,"The image shows the food category of coffee, Iced Latte, with non-dairy milk, flavored. Additional details include almond, coconut, rice, or soy milk; flavors other than chocolate; not specified subcategory as to regular or decaffeinated."
92102510,"The image shows the food category of coffee, Iced Latte, decaffeinated. Additional details include 2% or whole milk; plain or unflavored."
92102511,"The image shows the food category of coffee, Iced Latte, decaffeinated, nonfat. Additional details include low fat, fat free, skim or 1% milk; sugar free; plain or unflavored."
92102512,"The image shows the food category of coffee, Iced Latte, decaffeinated, with non-dairy milk. Additional details include almond, coconut, rice, or soy milk; plain or unflavored."
92102513,"The image shows the food category of coffee, Iced Latte, decaffeinated, flavored. Additional details include 2% or whole milk; flavors other than chocolate."
92102514,"The image shows the food category of coffee, Iced Latte, decaffeinated, nonfat, flavored. Additional details include low fat, fat free, skim or 1% milk; flavors other than chocolate."
92102515,"The image shows the food category of coffee, Iced Latte, decaffeinated, with non-dairy milk, flavored. Additional details include almond, coconut, rice, or soy milk; flavors other than chocolate."
92102600,"The image shows the food category of coffee, Iced Cafe Mocha. Additional details include iced mocha latte; 2% or whole milk; chocolate flavored; not specified subcategory as to regular or decaffeinated."
92102601,"The image shows the food category of coffee, Iced Cafe Mocha, nonfat. Additional details include iced mocha latte; low fat, fat free, skim or 1% milk; chocolate flavored; not specified subcategory as to regular or decaffeinated."
92102602,"The image shows the food category of coffee, Iced Cafe Mocha, with non-dairy milk. Additional details include almond, coconut, rice, or soy milk; mocha latte; chocolate flavored; not specified subcategory as to regular or decaffeinated."
92102610,"The image shows the food category of coffee, Iced Cafe Mocha, decaffeinated. Additional details include iced mocha latte; 2% or whole milk; chocolate flavored."
92102611,"The image shows the food category of coffee, Iced Cafe Mocha, decaffeinated, nonfat. Additional details include iced mocha latte; low fat, fat free, skim or 1% milk; chocolate flavored."
92102612,"The image shows the food category of coffee, Iced Cafe Mocha, decaffeinated, with non-dairy milk. Additional details include almond, coconut, rice, or soy milk; mocha latte; chocolate flavored."
92103000,"The image shows the food category of coffee, instant, reconstituted. Additional details include powdered mix; not specified subcategory as to regular or decaffeinated; made from liquid concentrate."
92104000,"The image shows the food category of coffee, instant, 50% less caffeine, reconstituted. Additional details include powdered mix; blend of regular and decaf; half-caf; reduced caffeine."
92111000,"The image shows the food category of coffee, not specified subcategory as to brewed or instant, decaffeinated. Additional details include coffee singles, bags, pods, or K-cups."
92111010,"The image shows the food category of coffee, brewed, decaffeinated. Additional details include coffee singles, bags, pods, or K-cups."
92114000,"The image shows the food category of coffee, instant, decaffeinated, reconstituted. Additional details include powdered mix."
92121000,"The image shows the food category of coffee, instant, pre-lightened and pre-sweetened with sugar, reconstituted. Additional details include powdered mix; not specified subcategory as to sweetener; Maxwell House International, flavors other than chocolate, cocoa, or mocha."
92121001,"The image shows the food category of coffee, instant, decaffeinated, pre-lightened and pre-sweetened with sugar, reconsitituted. Additional details include powdered mix; Maxwell House International, flavors other than chocolate, cocoa, or mocha."
92121010,"The image shows the food category of coffee, instant, pre-sweetened with sugar, reconstituted. Additional details include powdered mix; not specified subcategory as to sweetener."
92121020,"The image shows the food category of coffee, mocha, instant, pre-lightened and pre-sweetened with sugar, reconstituted. Additional details include not specified subcategory as to sweetener; powdered mix; coffee and cocoa mix; Maxwell House International Coffee flavors, Chocolate, Cocoa, or Mocha."
92121030,"The image shows the food category of coffee, mocha, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted. Additional details include powdered mix; sugar free; Maxwell House International Coffee flavors, Chocolate, Cocoa, or Mocha."
92121040,"The image shows the food category of coffee, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted. Additional details include powdered mix; sugar free; Maxwell House International Sugar Free Coffee; flavors other than chocolate, cocoa, or mocha."
92121041,"The image shows the food category of coffee, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted. Additional details include powdered mix; sugar free; Maxwell House International Sugar Free Coffee; flavors other than chocolate, cocoa, or mocha."
92121050,"The image shows the food category of coffee, mocha, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted. Additional details include powdered mix; sugar free; Maxwell House International Coffee flavors, Chocolate, Cocoa, or Mocha."
92130000,"The image shows the food category of coffee, pre-lightened and pre-sweetened with sugar. Additional details include from vending machine; not specified subcategory as to regular or decaffeinated; not specified subcategory as to type of sweetener."
92130001,"The image shows the food category of coffee, decaffeinated, pre-lightened and pre-sweetened with sugar. Additional details include from vending machine; not specified subcategory as to type of sweetener."
92130005,"The image shows the food category of coffee, pre-lightened and pre-sweetened with low calorie sweetener. Additional details include from vending machine; not specified subcategory as to regular or decaffeinated."
92130006,"The image shows the food category of coffee, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener. Additional details include from vending machine."
92130010,"The image shows the food category of coffee, pre-lightened. Additional details include from vending machine; not specified subcategory as to regular or decaffeinated; unsweetened or sugar-free."
92130011,"The image shows the food category of coffee, decaffeinated, pre-lightened. Additional details include from vending machine; unsweetened or sugar-free."
92130020,"The image shows the food category of coffee, pre-sweetened with sugar. Additional details include from vending machine; not specified subcategory as to regular or decaffeinated; not specified subcategory as to type of sweetener."
92130021,"The image shows the food category of coffee, decaffeinated, pre-sweetened with sugar. Additional details include from vending machine; not specified subcategory as to type of sweetener."
92130030,"The image shows the food category of coffee, pre-sweetened with low calorie sweetener. Additional details include from vending machine; not specified subcategory as to regular or decaffeinated."
92130031,"The image shows the food category of coffee, decaffeinated, pre-sweetened with low calorie sweetener. Additional details include from vending machine."
92152000,"The image shows the food category of coffee and chicory, brewed."
92152010,"The image shows the food category of coffee and chicory, brewed, decaffeinated."
92161000,"The image shows the food category of coffee, Cappuccino. Additional details include 2% or whole milk; not specified subcategory as to regular or decaffeinated."
92161001,"The image shows the food category of coffee, Cappuccino, nonfat. Additional details include low fat, fat free, skim or 1% milk; not specified subcategory as to regular or decaffeinated."
92161002,"The image shows the food category of coffee, Cappuccino, with non-dairy milk. Additional details include not specified subcategory as to regular or decaffeinated; almond, coconut, rice, or soy milk."
92162000,"The image shows the food category of coffee, Cappuccino, decaffeinated. Additional details include 2% or whole milk."
92162001,"The image shows the food category of coffee, Cappuccino, decaffeinated, nonfat. Additional details include low fat, fat free, skim or 1% milk."
92162002,"The image shows the food category of coffee, Cappuccino, decaffeinated, with non-dairy milk. Additional details include almond, coconut, rice, or soy milk."
92171000,"The image shows the food category of coffee, bottled/canned. Additional details include not specified subcategory as to brand or variety; from carton; all flavors; all brands; all varieties."
92171010,"The image shows the food category of coffee, bottled/canned, light. Additional details include not specified subcategory as to brand or variety; from carton; all flavors; all brands; all varieties."
92191100,"The image shows the food category of coffee, instant, not reconstituted. Additional details include powdered mix; not specified subcategory as to regular or decaffeinated; liquid concentrate."
92191105,"The image shows the food category of coffee, instant, 50% less caffeine, not reconstituted. Additional details include powdered mix; blend of regular and decaf; half-caf; reduced caffeine."
92191200,"The image shows the food category of coffee, instant, decaffeinated, not reconstituted. Additional details include powdered mix."
92191400,"The image shows the food category of coffee, instant, pre-sweetened with sugar, not reconstituted. Additional details include powdered mix; not specified subcategory as to sweetener."
92192000,"The image shows the food category of coffee, mocha, instant, pre-lightened and pre-sweetened with sugar, not reconstituted. Additional details include powdered mix; coffee and cocoa mix; not specified subcategory as to sweetener; Maxwell House International Coffee flavors, Chocolate, Cocoa, or Mocha."
92192030,"The image shows the food category of coffee, mocha, instant, pre-lightened and pre-sweetened with low calorie sweetener, not reconstituted. Additional details include powdered mix; sugar free; Maxwell House International Coffee flavors, Chocolate, Cocoa, or Mocha."
92192040,"The image shows the food category of coffee, mocha, instant, decaffeinated, pre-lightened and pre-sweetend with low calorie sweetener, not reconstituted. Additional details include powdered mix; sugar free; Maxwell House International Coffee flavors, Chocolate, Cocoa, or Mocha."
92193000,"The image shows the food category of coffee, instant, pre-lightened and pre-sweetened with sugar, not reconstituted. Additional details include powdered mix; not specified subcategory as to sweetener; Maxwell House International Coffee flavors other than chocolate, cocoa, or mocha."
92193005,"The image shows the food category of coffee, instant, decaffeinated, pre-lightened and pre-sweetened with sugar, not reconstituted. Additional details include powdered mix; Maxwell House International Coffee; flavors other than chocolate, cocoa, or mocha."
92193020,"The image shows the food category of coffee, instant, pre-lightened and pre-sweetened with low calorie sweetener, not reconstituted. Additional details include powdered mix; Maxwell House International Sugar Free Coffee; flavors other than chocolate, cocoa, or mocha; sugar free."
92193025,"The image shows the food category of coffee, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, not reconstituted. Additional details include powdered mix; sugar free; Maxwell House International Sugar Free Coffee; flavors other than chocolate, cocoa, or mocha."
92201010,The image shows the food category of coffee substitute.
92202010,The image shows the food category of chicory beverage.
92203000,The image shows the food category of cereal beverage. Additional details include pero.
92203110,"The image shows the food category of cereal beverage with beet roots, from powdered instant. Additional details include cafix."
92291300,"The image shows the food category of coffee substitute, dry powder."
92302000,"The image shows the food category of tea, hot, leaf, black. Additional details include tea bags; spiced, lemon- or other fruit-flavored tea; unsweetened; brewed; chai tea; black tea blends; tea, not specified subcategory as to type."
92302500,"The image shows the food category of tea, hot, leaf, black, decaffeinated. Additional details include spiced, lemon- or other fruit-flavored tea; unsweetened; tea bags; brewed; chai tea; black tea blends."
92303010,"The image shows the food category of tea, hot, leaf, green. Additional details include unsweetened; tea bags; brewed; Japanese green tea; green tea blends."
92303100,"The image shows the food category of tea, hot, leaf, green, decaffeinated. Additional details include unsweetened; tea bags; brewed; white tea; Japanese green tea; green tea blends; rice tea."
92304100,"The image shows the food category of tea, hot, leaf, oolong. Additional details include unsweetened; tea bags; brewed."
92305010,"The image shows the food category of tea, iced, instant, black, unsweetened. Additional details include powdered mix; liquid concentrate; black and fruit, green, herbal, white, or other tea blends; not specified subcategory as to type of tea."
92305040,"The image shows the food category of tea, iced, instant, black, pre-sweetened with sugar. Additional details include powdered mix; liquid concentrate; not specified subcategory as to sweetener; sweet tea; black and fruit, green, herbal, white, or other tea blends; not specified subcategory as to type of tea."
92305050,"The image shows the food category of tea, iced, instant, black, decaffeinated, pre-sweetened with sugar. Additional details include powdered mix; liquid concentrate; not specified subcategory as to sweetener; black and fruit, green, herbal, white, or other tea blends; not specified subcategory as to type of tea."
92305090,"The image shows the food category of tea, iced, instant, black, pre-sweetened with low calorie sweetener. Additional details include powdered mix; liquid concentrate; black and fruit, green, herbal, white, or other tea blends; not specified subcategory as to type of tea; light, reduced calorie, diet, sugar free."
92305110,"The image shows the food category of tea, iced, instant, black, decaffeinated, pre-sweetened with low calorie sweetener. Additional details include powdered mix; liquid concentrate; light; reduced calorie; diet; sugar free; black and fruit, green, herbal, white, or other tea blends; not specified subcategory as to type of tea."
92305180,"The image shows the food category of tea, iced, instant, black, decaffeinated, unsweetened. Additional details include powdered mix; liquid concentrate; black and fruit, green, herbal, white, or other tea blends; not specified subcategory as to type of tea."
92305900,"The image shows the food category of tea, iced, instant, green, unsweetened. Additional details include powdered mix; liquid concentrate; white tea; herbal tea; green and fruit, herbal, or white tea blends; decaffeinated."
92305910,"The image shows the food category of tea, iced, instant, green, pre-sweetened with sugar. Additional details include powdered mix; liquid concentrate; white tea; herbal tea; not specified subcategory as to sweetener; green and fruit, herbal, or white tea blends; decaffeinated."
92305920,"The image shows the food category of tea, iced, instant, green, pre-sweetened with low calorie sweetener. Additional details include powdered mix; liquid concentrate; light, reduced calorie, diet, sugar free; white tea; herbal tea; green and fruit, herbal, or white tea blends; decaffeinated."
92306000,"The image shows the food category of tea, hot, herbal. Additional details include herbal tea, not further specified subcategory assigned; unsweetened; leaf; tea bags; brewed; rooibos tea; mate tea; caraway seed tea."
92306090,"The image shows the food category of tea, hot, hibiscus. Additional details include agua de Jamaica; unsweetened; leaf; tea bags; brewed."
92306100,The image shows the food category of corn beverage. Additional details include corn tea.
92306700,"The image shows the food category of tea, hot, chamomile. Additional details include unsweetened; leaf; tea bags; brewed."
92306800,"The image shows the food category of tea, hot, with milk. Additional details include indian Masala chai; spiced milk tea; chai tea latte; tea latte; not specified subcategory as to type."
92306850,"The image shows the food category of tea, ginger."
92306910,"The image shows the food category of tea, bubble. Additional details include milk tea; boba; tapioca balls."
92306920,"The image shows the food category of tea, kombucha."
92307000,"The image shows the food category of tea, iced, instant, black, unsweetened, dry. Additional details include unreconstituted powdered mix; black and fruit, green, herbal, white, or other tea blends; not specified subcategory as to type of tea."
92307400,"The image shows the food category of tea, iced, instant, black, pre-sweetened, dry. Additional details include unreconstituted powdered mix; not specified subcategory as to sweetener; black and fruit, green, herbal, white, or other tea blends; not specified subcategory as to type of tea."
92307500,"The image shows the food category of iced Tea / Lemonade juice drink. Additional details include half and half beverage, all flavors; Arizona Half & Half; Arnold Palmer Half & Half."
92307510,"The image shows the food category of iced Tea / Lemonade juice drink, light. Additional details include half and half beverage, all flavors, light; Arizona Lite Half & Half; Arnold Palmer Lite Half & Half."
92307520,"The image shows the food category of iced Tea / Lemonade juice drink, diet. Additional details include diet half and half beverage, all flavors; Diet Snapple Half n' Half; Arnold Palmer Lite Half & Half, made from powdered mix."
92308000,"The image shows the food category of tea, iced, brewed, black, pre-sweetened with sugar. Additional details include sweet tea; leaf, bag, or vending; McDonald's Iced Sweet Tea; black and fruit, green, herbal, white, or other tea blends; not specified subcategory as to regular or decaffeinated; iced tea, not specified subcategory as to type; not specified subcategory as to sweetener."
92308010,"The image shows the food category of tea, iced, brewed, black, pre-sweetened with low calorie sweetener. Additional details include leaf, baf, or vending; black and fruit, green, herbal, white, or other tea blends; not specified subcategory as to regular or decaffeinated; not specified subcategory as to type of tea."
92308020,"The image shows the food category of tea, iced, brewed, black, unsweetened. Additional details include leaf, bag, or vending; McDonald's Iced Tea; black and fruit, green, herbal, white, or other tea blends; not specified subcategory as to regular or decaffeinated; not specified subcategory as to type of tea."
92308030,"The image shows the food category of tea, iced, brewed, black, decaffeinated, pre-sweetened with sugar. Additional details include sweet tea; leaf, bag, or vending; black and fruit, green, herbal, white, or other tea blends; not specified subcategory as to type of tea; not specified subcategory as to sweetener."
92308040,"The image shows the food category of tea, iced, brewed, black, decaffeinated, pre-sweetened with low calorie sweetener. Additional details include leaf, bag, or vending; black and fruit, green, herbal, white, or other tea blends; not specified subcategory as to type of tea."
92308050,"The image shows the food category of tea, iced, brewed, black, decaffeinated, unsweetened. Additional details include leaf, bag, or vending; black and fruit, green, herbal, white, or other tea blends; not specified subcategory as to type of tea."
92308500,"The image shows the food category of tea, iced, brewed, green, pre-sweetened with sugar. Additional details include leaf, bag, or vending; white tea; herbal tea; green and fruit, herbal, or white tea blends; not specified subcategory as to regular or decaffeinated; not specified subcategory as to sweetener."
92308510,"The image shows the food category of tea, iced, brewed, green, pre-sweetened with low calorie sweetener. Additional details include leaf, bag, or vending; white tea; herbal tea; green and fruit, herbal, or white tea blends; not specified subcategory as to regular or decaffeinated."
92308520,"The image shows the food category of tea, iced, brewed, green, unsweetened. Additional details include leaf, bag, or vending; white tea; herbal tea; green and fruit, herbal, or white tea blends; not specified subcategory as to regular or decaffeinated."
92308530,"The image shows the food category of tea, iced, brewed, green, decaffeinated, pre-sweetened with sugar. Additional details include leaf, bag, or vending; white tea; herbal tea; green and fruit, herbal, or white tea bleads; not specified subcategory as to sweetener."
92308540,"The image shows the food category of tea, iced, brewed, green, decaffeinated, pre-sweetened with low calorie sweetener. Additional details include leaf, bag, or vending; white tea; herbal tea; green and fruit, herbal, or white tea blends."
92308550,"The image shows the food category of tea, iced, brewed, green, decaffeinated, unsweetened. Additional details include leaf, bag, or vending; white tea; herbal tea; green and fruit, herbal, or white tea blends."
92309000,"The image shows the food category of tea, iced, bottled, black. Additional details include can, carton, or fountain; sweet tea; black and fruit, green, herbal, white, or other tea blends; not specified subcategory as to type of tea; Snapple, all flavors."
92309010,"The image shows the food category of tea, iced, bottled, black, decaffeinated. Additional details include can, carton, or fountain; sweet tea; black and fruit, green, herbal, white, or other tea blends; not specified subcategory as to type of tea; caffeine free Snapple Tea, all flavors."
92309020,"The image shows the food category of tea, iced, bottled, black, diet. Additional details include light, reduced calorie, or sugar free; can, carton, or fountain; black and fruit, green, herbal, white, or other tea blends; not specified subcategory as to type of tea; Diet Snapple Tea, all flavors."
92309030,"The image shows the food category of tea, iced, bottled, black, decaffeinated, diet. Additional details include light, reduced calorie, or sugar free; can, carton, or fountain; black and fruit, green, herbal, white, or other tea blends; not specified subcategory as to type of tea; caffeine free Diet Snapple Tea, all flavors."
92309040,"The image shows the food category of tea, iced, bottled, black, unsweetened. Additional details include can, carton, or fountain; black and fruit, green, herbal, white, or other tea blends; not specified subcategory as to type of tea."
92309050,"The image shows the food category of tea, iced, bottled, black, decaffeinated, unsweetened. Additional details include can, carton, or fountain; black and fruit, green, herbal, white, or other tea blends; not specified subcategory as to type of tea."
92309500,"The image shows the food category of tea, iced, bottled, green. Additional details include can, carton, or fountain; white tea; herbal tea; green and fruit, herbal, or white tea blends; decaffeinated; Snapple."
92309510,"The image shows the food category of tea, iced, bottled, green, diet. Additional details include light, reduced calorie, or sugar free; can, carton, or fountain; white tea; herbal tea; green and fruit, herbal, or white tea blends; decaffeinated; Diet Snapple."
92309520,"The image shows the food category of tea, iced, bottled, green, unsweetened. Additional details include can, carton, or fountain; white tea; herbal tea; green and fruit, herbal, or white tea blends; decaffeinated."
92400000,"The image shows the food category of soft drink, not further specified subcategory assigned."
92400100,"The image shows the food category of soft drink, not further specified subcategory assigned, diet. Additional details include sugar free."
92410110,"The image shows the food category of water, tonic. Additional details include sweetened carbonated water."
92410210,"The image shows the food category of water, carbonated, plain. Additional details include club soda; unflavored seltzer water; unsweetened."
92410250,"The image shows the food category of water, carbonated, flavored. Additional details include flavored seltzer water; sweetened or unsweetened; diet; zero calorie."
92410310,"The image shows the food category of soft drink, cola. Additional details include coca Cola; Coke; Pepsi; RC Cola; not specified subcategory as to caffeine; Pepsi Throwback."
92410315,"The image shows the food category of soft drink, cola, reduced sugar. Additional details include coca Cola C2; Pepsi Next."
92410320,"The image shows the food category of soft drink, cola, diet. Additional details include diet Coke; Diet Pepsi; Tab; Coke Zero; Pepsi One; not specified subcategory as to caffeine; Pepsi Max; sugar free."
92410340,"The image shows the food category of soft drink, cola, decaffeinated. Additional details include caffeine free Coke; caffeine free Pepsi."
92410350,"The image shows the food category of soft drink, cola, decaffeinated, diet. Additional details include caffeine free Diet Coke; caffeine free Diet Pepsi; Diet Rite Cola; sugar free."
92410360,"The image shows the food category of soft drink, pepper type. Additional details include dr. Pepper; Mr. Pibb; Pibb Xtra."
92410370,"The image shows the food category of soft drink, pepper type, diet. Additional details include diet Dr. Pepper; Dr. Pepper Ten; Pibb Zero; sugar free."
92410390,"The image shows the food category of soft drink, pepper type, decaffeinated. Additional details include caffeine free Dr. Pepper."
92410400,"The image shows the food category of soft drink, pepper type, decaffeinated, diet. Additional details include caffeine free Diet Dr. Pepper; sugar free."
92410410,"The image shows the food category of soft drink, cream soda."
92410420,"The image shows the food category of soft drink, cream soda, diet. Additional details include sugar free."
92410510,"The image shows the food category of soft drink, fruit flavored, caffeine free. Additional details include cherry, grape, lemon, lime, orange, strawberry; Tom Collins mixer; 7-Up; Sprite; Slice; caffeine free Mountain Dew; 7-Up, not specified subcategory as to caffeine; Squirt; Orange Crush; Citra; Sierra Mist; fruit flavored soda, all types; Fanta; Tropicana Twister Soda."
92410520,"The image shows the food category of soft drink, fruit flavored, diet, caffeine free. Additional details include diet Slice; Diet Sprite; Diet 7-Up; Fresca; Diet 7-Up, not specified subcategory as to caffeine; Diet Cherry 7-UP; Sierra Mist Free; Sprite Zero; diet fruit flavored soda, all flavors; Fanta Zero; Diet Tropicana Twister soda; sugar free."
92410550,"The image shows the food category of soft drink, fruit flavored, caffeine containing. Additional details include mellow Yellow; Mountain Dew; Big Red; Sunkist Orange; Mountain Dew, not specified subcategory as to caffeine; Ruby Red Squirt; Moon Mist; Ale 8; Mountain Dew Code Red; Inca Kola; Cheerwine."
92410560,"The image shows the food category of soft drink, fruit flavored, caffeine containing, diet. Additional details include diet Mountain Dew; Diet Sunkist Orange; Diet Inca Kola; Diet Cheerwine; sugar free."
92410610,"The image shows the food category of soft drink, ginger ale."
92410620,"The image shows the food category of soft drink, ginger ale, diet. Additional details include sugar free."
92410710,"The image shows the food category of soft drink, root beer."
92410720,"The image shows the food category of soft drink, root beer, diet. Additional details include sugar free."
92410810,"The image shows the food category of soft drink, chocolate flavored."
92410820,"The image shows the food category of soft drink, chocolate flavored, diet. Additional details include canfield's Diet Chocolate Fudge Soda; sugar free."
92411510,"The image shows the food category of soft drink, cola, fruit or vanilla flavored. Additional details include cherry cola; Cherry Coke; Pepsi Wild Cherry; Vanilla Coke."
92411520,"The image shows the food category of soft drink, cola, chocolate flavored."
92411610,"The image shows the food category of soft drink, cola, fruit or vanilla flavored, diet. Additional details include sugar free; Diet Cherry Coke; Diet Pepsi Wild Cherry; Vanilla Coke Zero."
92411620,"The image shows the food category of soft drink, cola, chocolate flavored, diet. Additional details include caffeine free; sugar free."
92432000,"The image shows the food category of fruit juice drink, citrus, carbonated. Additional details include sparkling juice; Izze Sparkling."
92433000,"The image shows the food category of fruit juice drink, noncitrus, carbonated. Additional details include combinations of citrus and noncitrus; sparkling juice; Izze Sparkling; Ocean Spray Sparkling Juice; not specified subcategory as to type of juice."
92510610,The image shows the food category of fruit juice drink. Additional details include minute Maid fruit punch; Snapple juice drinks.
92510650,The image shows the food category of tamarind drink. Additional details include refresco de tamarindo.
92510720,"The image shows the food category of fruit punch, made with fruit juice and soda."
92510730,"The image shows the food category of fruit punch, made with soda, fruit juice, and sherbet or ice cream."
92510955,"The image shows the food category of lemonade, fruit juice drink. Additional details include turkey Hill lemonade; Simply Lemonade; Minute Maid lemonade; Apple & Eve lemonade; Minute Maid Limeade; Simply Limeade; lemonade, freshly squeezed."
92510960,"The image shows the food category of lemonade, fruit flavored drink. Additional details include snapple lemonade; Country Time lemonade flavored drink, canned; lemonade, not further specified subcategory assigned; limeade, not further specified subcategory assigned."
92511000,"The image shows the food category of lemonade, frozen concentrate, not reconstituted."
92511015,"The image shows the food category of fruit flavored drink. Additional details include kool-aid Bursts; Little Hug Fruit Drink, all flavors."
92511250,"The image shows the food category of fruit juice beverage, 40-50% juice, citrus. Additional details include five (5) Alive Citrus Beverage."
92512050,"The image shows the food category of frozen daiquiri mix, from frozen concentrate, reconstituted."
92512090,"The image shows the food category of pina Colada, nonalcoholic."
92512110,"The image shows the food category of margarita mix, nonalcoholic. Additional details include lemix; Whiskey sour mix."
92513000,"The image shows the food category of slush frozen drink. Additional details include slurpee; Icee; no dairy; slushee or slush; Slush Puppy, Dunkin Donuts Fruit Coolatta's."
92513010,"The image shows the food category of slush frozen drink, no sugar added. Additional details include slurpee Lite; no dairy; light slushee or slush; light Slush Puppy; reduced sugar; no sugar added; sugar free."
92530410,"The image shows the food category of fruit flavored drink, with high vitamin C. Additional details include tampico Punch, all flavors; Minute Maid Bright & Early Orange Drink; Tropicana Twister lemonade."
92530510,"The image shows the food category of cranberry juice drink, with high vitamin C. Additional details include cranberry juice, not further specified subcategory assigned; Ocean Spray cranberry cocktail; blends with cranberry and other fruits; cranberry juice cocktail."
92530610,"The image shows the food category of fruit juice drink, with high vitamin C. Additional details include hi-C; Hawaiian Punch; Ssips; Apple & Eve juice drinks; Florida's Naturals juice cocktails; Kool-Aid Jammers; Minute Maid; Ocean Spray juice drink or cocktail, flavors other than cranberry; Tropicana Twister, all flavors except lemonade; Tropicana Lemonade, chilled carton; Welch's fruit juice cocktails; fruit punch, not further specified subcategory assigned; Tropicana fruit punch; not specified subcategory as to 100% juice; not specified subcategory as to brand; Minute Maid Coolers."
92530950,"The image shows the food category of vegetable and fruit juice drink, with high vitamin C. Additional details include v8 Splash, all flavors."
92531030,"The image shows the food category of fruit juice drink (Sunny D). Additional details include sunny Delight fruit juice drink, all flavors."
92541010,"The image shows the food category of fruit flavored drink, powdered, reconstituted. Additional details include kool-Aid, not specified subcategory as to sweetener; Wylers, not specified subcategory as to sweetener; Country Time lemonade, made from dry mix; Flavor Aid; lemonade from powdered mix, not specified subcategory as to brand; store brand."
92542000,"The image shows the food category of fruit flavored drink, with high vitamin C, powdered, reconstituted. Additional details include tang, all flavors."
92550030,"The image shows the food category of fruit juice drink, with high vitamin C, light. Additional details include minute Maid Light juice drinks; Tropicana Light lemonade; Light Hawaiian Punch; low calorie."
92550035,"The image shows the food category of fruit juice drink, light. Additional details include reduced sugar."
92550040,"The image shows the food category of fruit juice drink, diet. Additional details include diet Snapple juice drinks, all flavors."
92550110,"The image shows the food category of cranberry juice drink, with high vitamin C, light. Additional details include ocean Spray Light Cranberry Juice Cocktail; blends with cranberry and other fruits; Apple & Eve Light Cranberry juice drinks; low calorie."
92550200,"The image shows the food category of grape juice drink, light. Additional details include welch's Light juice drinks."
